time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-05-22T15:28:59.640Z,38.1753,-117.8778,12.3,1.3,ml,10,166.22,0.083,0.06,nn,nn00731371,2020-05-22T15:39:09.103Z,"58km WNW of Tonopah, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-05-22T15:27:15.080Z,33.2285,-116.732,11.48,0.69,ml,28,52,0.02364,0.16,ci,ci39211655,2020-05-22T17:55:26.522Z,"3km ESE of Lake Henshaw, CA",earthquake,0.22,0.46,0.218,8,reviewed,ci,ci
2020-05-22T15:24:29.090Z,35.7908333,-117.614,12.09,0.67,ml,7,172,0.02824,0.09,ci,ci39211647,2020-05-22T15:28:10.543Z,"19km W of Searles Valley, CA",earthquake,0.54,0.66,0.295,8,automatic,ci,ci
2020-05-22T15:23:21.200Z,38.1457,-117.8968,9.2,1.4,ml,12,74.44,0.02,0.04,nn,nn00731370,2020-05-22T15:30:51.117Z,"59km W of Tonopah, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-05-22T15:22:46.690Z,38.7621651,-122.7371674,0.69,0.55,md,8,106,0.009638,0.01,nc,nc73393316,2020-05-22T15:38:02.378Z,"2km SE of The Geysers, CA",earthquake,0.36,0.53,0.05,2,automatic,nc,nc
2020-05-22T15:21:44.214Z,61.623,-149.5621,33.9,1.1,ml,,,,0.31,ak,ak0206kqwq51,2020-05-22T15:24:34.282Z,"2km E of Meadow Lakes, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-05-22T15:20:55.700Z,19.1696663,-155.4676666,32.44,1.83,md,42,89,0.01512,0.12,hv,hv71522662,2020-05-22T15:24:10.630Z,"4km SSE of Pahala, Hawaii",earthquake,0.58,0.7,0.18,8,automatic,hv,hv
2020-05-22T15:20:50.690Z,38.1528,-117.9417,11.1,2.3,ml,23,66.17,0.033,0.13,nn,nn00731365,2020-05-22T15:24:14.609Z,"63km W of Tonopah, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-05-22T15:17:30.920Z,36.733,-115.6985,0,0.6,ml,13,273.6,0.24,0.55,nn,nn00731363,2020-05-22T15:21:53.852Z,"63km NNE of Pahrump, Nevada",earthquake,,28.8,,,automatic,nn,nn
2020-05-22T15:13:50.900Z,38.2103,-117.9182,5.4,1.1,ml,9,177.93,0.03,0.03,nn,nn00731361,2020-05-22T15:18:46.739Z,"62km WNW of Tonopah, Nevada",earthquake,,3.1,,,automatic,nn,nn
2020-05-22T15:11:40.960Z,38.1203,-118.1648,0.1,1.7,ml,11,161.78,0.257,0.13,nn,nn00731359,2020-05-22T15:25:01.395Z,"60km SE of Hawthorne, Nevada",earthquake,,12.3,,,automatic,nn,nn
2020-05-22T15:10:44.710Z,38.1747,-117.8465,4.9,1.9,ml,14,168.47,0.026,0.12,nn,nn00731358,2020-05-22T15:15:51.951Z,"55km WNW of Tonopah, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-22T15:08:57.300Z,38.2063,-117.7832,6.1,1.9,ml,19,97.22,0.072,0.12,nn,nn00731355,2020-05-22T15:12:34.217Z,"50km WNW of Tonopah, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-05-22T15:07:52.595Z,61.455,-149.922,33.1,1.7,ml,,,,0.82,ak,ak0206kqtqrf,2020-05-22T15:10:51.299Z,"7km SSE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-05-22T15:05:28.510Z,38.1795,-117.8732,6.8,2.1,ml,19,136.42,0.034,0.13,nn,nn00731352,2020-05-22T15:10:13.141Z,"57km WNW of Tonopah, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-05-22T15:03:59.950Z,38.1377,-117.976,13.6,2,ml,26,111.56,0.051,0.1,nn,nn00731348,2020-05-22T15:07:34.575Z,"65km W of Tonopah, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-05-22T15:01:15.000Z,35.6468333,-117.4558333,2.73,1.61,ml,21,117,0.1426,0.2,ci,ci39211623,2020-05-22T15:05:10.424Z,"14km SSW of Searles Valley, CA",earthquake,0.39,1.63,0.157,24,automatic,ci,ci
2020-05-22T15:00:58.360Z,38.0953,-118.0562,7,1.1,ml,9,149.43,0.09,0.11,nn,nn00731346,2020-05-22T15:05:10.225Z,"68km SE of Hawthorne, Nevada",earthquake,,12.7,,,automatic,nn,nn
2020-05-22T14:59:32.580Z,36.4913333,-89.5161667,5.9,1.7,md,23,87,0.05193,0.04,nm,nm60292042,2020-05-22T17:04:10.600Z,"10km S of New Madrid, Missouri",earthquake,0.6,1.17,0.09,15,reviewed,nm,nm
2020-05-22T14:59:31.266Z,-23.0098,-68.9396,80.13,4.9,mb,,72,1.174,0.75,us,us70009ng1,2020-05-22T15:17:45.040Z,"60km S of Calama, Chile",earthquake,7.1,7.1,0.05,124,reviewed,us,us
2020-05-22T14:55:18.530Z,38.1425,-118.0835,6.1,1.7,ml,16,116.63,0.103,0.12,nn,nn00731343,2020-05-22T15:02:19.162Z,"63km SE of Hawthorne, Nevada",earthquake,,1.5,,,automatic,nn,nn
2020-05-22T14:54:36.690Z,38.129,-118.0573,6.3,1.6,ml,13,128.23,0.076,0.12,nn,nn00731342,2020-05-22T15:02:11.187Z,"66km SE of Hawthorne, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-05-22T14:53:28.560Z,38.1365,-118.0525,7.4,2.2,ml,21,106.52,0.076,0.14,nn,nn00731340,2020-05-22T14:56:54.788Z,"66km SE of Hawthorne, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-05-22T14:51:55.450Z,35.8651667,-117.6981667,4.66,0.86,ml,15,73,0.07829,0.14,ci,ci39211607,2020-05-22T14:55:42.354Z,"20km ESE of Little Lake, CA",earthquake,0.29,0.62,0.151,12,automatic,ci,ci
2020-05-22T14:51:08.890Z,38.8231659,-122.8068314,2.55,0.55,md,11,105,0.002543,0.01,nc,nc73393296,2020-05-22T15:13:03.948Z,"7km NW of The Geysers, CA",earthquake,0.4,0.9,,1,automatic,nc,nc
2020-05-22T14:49:10.720Z,38.8271675,-122.8138351,2.08,0.8,md,24,40,0.004777,0.02,nc,nc73393286,2020-05-22T15:03:04.070Z,"8km NW of The Geysers, CA",earthquake,0.18,0.42,0.07,3,automatic,nc,nc
2020-05-22T14:46:02.870Z,38.1552,-117.9903,6.6,2.7,ml,30,55.25,0.027,0.14,nn,nn00731337,2020-05-22T14:55:01.911Z,"67km W of Tonopah, Nevada",earthquake,,0.3,,,automatic,nn,nn
2020-05-22T14:43:25.520Z,19.2218342,-155.3849945,31.63,2.12,ml,51,153,0.01956,0.13,hv,hv71522622,2020-05-22T14:49:00.610Z,"10km E of Pahala, Hawaii",earthquake,0.54,0.78,4.07,5,automatic,hv,hv
2020-05-22T14:41:01.200Z,38.1817,-117.8153,14.1,1.1,ml,13,140.37,0.018,0.13,nn,nn00731333,2020-05-22T14:46:30.119Z,"52km WNW of Tonopah, Nevada",earthquake,,1,,,automatic,nn,nn
2020-05-22T14:35:01.290Z,17.9695,-66.92,8,2.27,md,6,190,0.0412,0.11,pr,pr2020143009,2020-05-22T16:00:27.432Z,"1km W of Guanica, Puerto Rico",earthquake,0.68,0.63,0.05,5,reviewed,pr,pr
2020-05-22T14:32:50.172Z,60.0563,-150.9106,40.2,1.7,ml,,,,0.21,ak,ak0206kqdnvb,2020-05-22T14:38:34.625Z,"41km NNE of Fritz Creek, Alaska",earthquake,,1.3,,,automatic,ak,ak
2020-05-22T14:32:32.200Z,33.508,-116.5183333,8.86,0.57,ml,16,86,0.05049,0.23,ci,ci39211583,2020-05-22T14:36:19.242Z,"15km ESE of Anza, CA",earthquake,0.66,0.83,0.191,11,automatic,ci,ci
2020-05-22T14:27:04.390Z,37.6559982,-122.5098343,6.66,1.66,md,10,185,0.03354,0.03,nc,nc73393276,2020-05-22T16:56:02.987Z,"5km WSW of Colma, CA",earthquake,0.62,0.48,0.19,10,automatic,nc,nc
2020-05-22T14:26:46.290Z,38.14,-117.974,13.2,1.8,ml,18,113.8,0.065,0.1,nn,nn00731332,2020-05-22T14:42:48.200Z,"65km W of Tonopah, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-05-22T14:21:44.610Z,38.2485,-117.766,2.6,1.7,ml,18,140.78,0.097,0.09,nn,nn00731330,2020-05-22T14:43:03.376Z,"51km WNW of Tonopah, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-05-22T14:21:29.450Z,33.0266667,-116.0015,9.9,1.75,ml,56,43,0.1421,0.18,ci,ci39211567,2020-05-22T19:50:35.060Z,"18km SE of Ocotillo Wells, CA",earthquake,0.17,0.53,0.166,28,reviewed,ci,ci
2020-05-22T14:20:00.238Z,62.4721,-150.9601,66.7,1.8,ml,,,,0.61,ak,ak0206kqawb9,2020-05-22T14:32:12.470Z,"46km WNW of Talkeetna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-05-22T14:19:36.710Z,38.1808,-117.8617,12.5,1.4,ml,14,159.96,0.03,0.13,nn,nn00731328,2020-05-22T14:23:10.338Z,"56km WNW of Tonopah, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-05-22T14:18:10.870Z,38.1373,-117.888,12.5,1.7,ml,20,78.43,0.032,0.07,nn,nn00731326,2020-05-22T14:27:32.645Z,"58km W of Tonopah, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-05-22T14:16:27.820Z,38.8183327,-122.8195038,3.27,0.33,md,10,175,0.008934,0.03,nc,nc73393271,2020-05-22T14:32:02.869Z,"7km NW of The Geysers, CA",earthquake,0.87,1.15,0.24,2,automatic,nc,nc
2020-05-22T14:11:59.643Z,66.3087,-157.2863,3.8,1.2,ml,,,,0.69,ak,ak0206kq96kc,2020-05-22T14:18:08.297Z,"69km SSW of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-05-22T14:11:07.030Z,38.1968,-117.7537,3.2,1.1,ml,8,181.4,0.12,0.02,nn,nn00731325,2020-05-22T14:15:49.385Z,"48km WNW of Tonopah, Nevada",earthquake,,8.6,,,automatic,nn,nn
2020-05-22T14:08:27.340Z,38.1993,-118.0288,16.9,1.2,ml,8,166.79,0.044,0.35,nn,nn00731324,2020-05-22T14:12:49.983Z,"63km SE of Hawthorne, Nevada",earthquake,,4,,,automatic,nn,nn
2020-05-22T14:04:51.438Z,66.298,-157.3493,7,1.3,ml,,,,1,ak,ak0206kq7nwp,2020-05-22T14:07:56.005Z,"71km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-05-22T14:02:41.530Z,36.5295,-98.98416667,6.66,2.18,ml,79,65,0,0.13,ok,ok2020kanf,2020-05-22T14:33:38.120Z,"22km ENE of Mooreland, Oklahoma",earthquake,,0.2,0.2,15,reviewed,ok,ok
2020-05-22T14:02:20.380Z,38.1305,-118.072,0.1,1.4,ml,13,133.05,0.096,0.17,nn,nn00731320,2020-05-22T14:09:51.007Z,"65km SE of Hawthorne, Nevada",earthquake,,14.3,,,automatic,nn,nn
2020-05-22T14:01:49.270Z,33.2255,-116.744,10.37,0.52,ml,27,46,0.0162,0.17,ci,ci39211551,2020-05-22T19:37:44.245Z,"2km SE of Lake Henshaw, CA",earthquake,0.25,0.45,0.085,14,reviewed,ci,ci
2020-05-22T14:00:25.170Z,38.1835,-117.888,14.1,2.1,ml,20,61.41,0.042,0.11,nn,nn00731317,2020-05-22T14:09:32.754Z,"59km WNW of Tonopah, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-05-22T13:58:24.713Z,38.1745,-117.8333,7.9,1.8,ml,16,145.79,0.033,0.1218,nn,nn00731313,2020-05-22T19:29:16.337Z,"54km WNW of Tonopah, Nevada",earthquake,,1,0.27,4,reviewed,nn,nn
2020-05-22T13:54:21.230Z,18.0165,-66.734,6,2.37,md,12,140,0.1304,0.16,pr,pr2020143008,2020-05-22T14:25:07.104Z,"3km NW of Tallaboa, Puerto Rico",earthquake,0.43,0.22,0.31,5,reviewed,pr,pr
2020-05-22T13:53:48.899Z,36.5255,-98.98583333,7.14,1.4,ml,28,140,0.04769064147,0.09,ok,ok2020kamy,2020-05-22T14:07:02.736Z,"21km ENE of Mooreland, Oklahoma",earthquake,,0.2,0.2,5,reviewed,ok,ok
2020-05-22T13:52:18.560Z,37.5639992,-118.8263321,2.49,1.85,md,16,220,0.02608,0.02,nc,nc73393251,2020-05-22T16:14:03.606Z,"13km W of Toms Place, CA",earthquake,0.8,0.67,0.13,15,automatic,nc,nc
2020-05-22T13:51:38.590Z,38.1653,-117.9168,13.4,1.1,ml,14,103.23,0.01,0.2,nn,nn00731310,2020-05-22T13:58:50.329Z,"61km W of Tonopah, Nevada",earthquake,,1.6,,,automatic,nn,nn
2020-05-22T13:50:21.010Z,19.2150002,-155.4068298,31.8,2.12,md,45,153,0.02406,0.11,hv,hv71522587,2020-05-22T13:53:25.910Z,"7km E of Pahala, Hawaii",earthquake,0.56,0.68,0.13,11,automatic,hv,hv
2020-05-22T13:48:54.420Z,37.5538,-117.1642,1.9,1,ml,11,155.62,0.252,0.27,nn,nn00731307,2020-05-22T13:52:51.125Z,"18km SSE of Goldfield, Nevada",earthquake,,17.2,,,automatic,nn,nn
2020-05-22T13:48:32.220Z,38.15,-117.9045,10,1.2,ml,8,79.96,0.024,0.08,nn,nn00731309,2020-05-22T13:52:58.703Z,"59km W of Tonopah, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-05-22T13:42:37.840Z,38.1462,-118.0233,5.1,1.7,ml,14,109.03,0.051,0.18,nn,nn00731303,2020-05-22T13:47:31.859Z,"67km SE of Hawthorne, Nevada",earthquake,,1,,,automatic,nn,nn
2020-05-22T13:41:43.090Z,31.807,-115.039,5.96,2.65,ml,20,180,0.2926,0.32,ci,ci39211527,2020-05-22T18:18:52.636Z,"43km S of Estacion Coahuila, B.C., MX",earthquake,0.5,31.61,0.212,62,reviewed,ci,ci
2020-05-22T13:40:17.660Z,66.303,-157.2333,0,1.1,ml,,,,1.2,ak,ak0206kptvhh,2020-05-22T13:47:41.692Z,"69km SSW of Kobuk, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-05-22T13:40:07.620Z,36.52883333,-98.98416667,6.58,1.46,ml,45,121,0.04859046489,0.16,ok,ok2020kamm,2020-05-22T13:52:29.451Z,"22km ENE of Mooreland, Oklahoma",earthquake,,0.3,0.2,17,reviewed,ok,ok
2020-05-22T13:39:29.150Z,38.168,-117.9678,26.8,1,ml,9,124.75,0.074,0.08,nn,nn00731301,2020-05-22T13:43:29.548Z,"65km W of Tonopah, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-05-22T13:36:54.450Z,38.125,-118.0495,2.9,1.8,ml,15,112.37,0.066,0.08,nn,nn00731297,2020-05-22T13:41:31.283Z,"67km SE of Hawthorne, Nevada",earthquake,,1.4,,,automatic,nn,nn
2020-05-22T13:35:42.760Z,38.1245,-118.0552,6.8,2,ml,16,127.28,0.072,0.03,nn,nn00731296,2020-05-22T13:39:51.968Z,"66km SE of Hawthorne, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-05-22T13:33:52.020Z,33.2886667,-116.3466667,13.72,0.79,ml,24,118,0.04165,0.14,ci,ci39211519,2020-05-22T18:47:35.905Z,"4km NE of Borrego Springs, CA",earthquake,0.27,0.39,0.137,13,reviewed,ci,ci
2020-05-22T13:32:25.480Z,44.7808333,-111.1626667,11.5,0.95,ml,15,86,0.03837,0.14,uu,uu60390002,2020-05-22T16:38:09.150Z,"13km NNW of West Yellowstone, Montana",earthquake,0.46,0.66,0.438,2,reviewed,uu,uu
2020-05-22T13:31:44.730Z,33.4751667,-116.5691667,11.12,0.08,ml,17,106,0.03379,0.09,ci,ci39211511,2020-05-22T18:42:00.664Z,"13km SE of Anza, CA",earthquake,0.27,0.36,0.096,8,reviewed,ci,ci
2020-05-22T13:31:28.040Z,35.9118333,-117.7288333,9.63,0.51,ml,10,65,0.07314,0.06,ci,ci39211503,2020-05-22T13:57:03.260Z,"16km E of Little Lake, CA",earthquake,0.19,0.52,0.155,4,reviewed,ci,ci
2020-05-22T13:31:27.800Z,37.1002,-117.0975,8.3,1.4,ml,9,148.01,0.635,0.18,nn,nn00731295,2020-05-22T13:37:00.949Z,"36km NW of Beatty, Nevada",earthquake,,4.2,,,automatic,nn,nn
2020-05-22T13:31:11.849Z,69.3896,-143.7747,0,2.2,ml,,,,0.62,ak,ak0206kprxsc,2020-05-22T13:36:48.614Z,"83km S of Kaktovik, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-05-22T13:31:05.040Z,38.1322,-118.0505,8.9,2.4,ml,19,114.13,0.09,0.09,nn,nn00731291,2020-05-22T13:36:52.573Z,"66km SE of Hawthorne, Nevada",earthquake,,1,,,automatic,nn,nn
2020-05-22T13:29:18.890Z,33.226,-116.7388333,11.38,0.79,ml,35,34,0.01944,0.14,ci,ci39211495,2020-05-22T18:37:49.300Z,"3km SE of Lake Henshaw, CA",earthquake,0.19,0.43,0.079,17,reviewed,ci,ci
2020-05-22T13:27:02.910Z,38.1257,-118.0795,0.5,1.8,ml,12,131.22,0.093,0.23,nn,nn00731288,2020-05-22T13:32:10.646Z,"65km SE of Hawthorne, Nevada",earthquake,,18.6,,,automatic,nn,nn
2020-05-22T13:25:45.470Z,38.228,-117.8008,7.2,2.4,ml,31,50.58,0.097,0.11,nn,nn00731284,2020-05-22T13:29:15.745Z,"53km WNW of Tonopah, Nevada",earthquake,,1.9,,,automatic,nn,nn
2020-05-22T13:25:22.970Z,33.0483333,-116.4658333,14.63,0.51,ml,14,86,0.03705,0.11,ci,ci39211479,2020-05-22T18:26:06.807Z,"13km ESE of Julian, CA",earthquake,0.3,0.44,0.071,7,reviewed,ci,ci
2020-05-22T13:24:50.740Z,35.7401667,-117.5368333,7.72,0.07,ml,5,270,0.09012,0.06,ci,ci39211471,2020-05-22T18:20:58.654Z,"12km WSW of Searles Valley, CA",earthquake,0.65,0.82,0.112,3,reviewed,ci,ci
2020-05-22T13:24:30.120Z,36.133,-117.8323333,5.27,-0.17,ml,6,184,0.02386,0.06,ci,ci37445861,2020-05-22T18:23:34.766Z,"14km NE of Coso Junction, CA",earthquake,0.53,0.65,0.075,2,reviewed,ci,ci
2020-05-22T13:22:25.240Z,38.1285,-118.0542,6.7,1.9,ml,15,127.13,0.072,0.15,nn,nn00731279,2020-05-22T13:26:33.215Z,"66km SE of Hawthorne, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-22T13:22:11.300Z,38.0823,-118.073,7,1.4,ml,11,151.23,0.099,0.29,nn,nn00731281,2020-05-22T13:26:40.297Z,"68km SE of Hawthorne, Nevada",earthquake,,25.9,,,automatic,nn,nn
2020-05-22T13:21:14.070Z,38.1145,-118.0912,0.8,1.7,ml,14,116.72,0.102,0.11,nn,nn00731277,2020-05-22T13:25:32.663Z,"65km SE of Hawthorne, Nevada",earthquake,,9.9,,,automatic,nn,nn
2020-05-22T13:12:28.380Z,19.2215004,-155.3963318,31.13,2,md,50,149,0.01596,0.12,hv,hv71522547,2020-05-22T13:15:43.800Z,"8km ENE of Pahala, Hawaii",earthquake,0.53,0.79,0.17,21,automatic,hv,hv
2020-05-22T13:11:24.720Z,38.148,-118.1018,0.8,1.4,ml,13,138.91,0.139,0.09,nn,nn00731273,2020-05-22T13:22:10.553Z,"61km SE of Hawthorne, Nevada",earthquake,,10.6,,,automatic,nn,nn
2020-05-22T13:08:10.880Z,40.693,-112.067,10.38,0.35,md,8,130,0.05729,0.24,uu,uu60389992,2020-05-22T16:25:16.280Z,"3km ESE of Magna, Utah",earthquake,1,1.52,0.278,3,reviewed,uu,uu
2020-05-22T13:07:11.137Z,66.2712,-157.3121,2.1,0.8,ml,,,,0.23,ak,ak0206kpmscu,2020-05-22T17:15:38.968Z,"73km SSW of Kobuk, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-05-22T13:06:52.260Z,38.119,-118.0577,6.8,1.9,ml,15,116.75,0.097,0.14,nn,nn00731272,2020-05-22T13:12:52.260Z,"66km SE of Hawthorne, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-05-22T13:05:50.220Z,35.864,-117.6938333,6.59,1.42,ml,22,54,0.07996,0.09,ci,ci39211455,2020-05-22T18:13:20.556Z,"21km ESE of Little Lake, CA",earthquake,0.13,0.34,0.141,16,reviewed,ci,ci
2020-05-22T13:04:50.280Z,38.2187,-117.802,10.8,1.4,ml,15,170.99,0.095,0.07,nn,nn00731270,2020-05-22T13:09:41.120Z,"52km WNW of Tonopah, Nevada",earthquake,,2.3,,,automatic,nn,nn
2020-05-22T13:01:06.439Z,38.1286,-118.0615,6.1,4.2,ml,27,43.91,0.081,0.1907,nn,nn00731265,2020-05-22T15:29:32.463Z,"66km SE of Hawthorne, Nevada",earthquake,,1.3,0.33,11,reviewed,nn,nn
2020-05-22T13:01:06.430Z,38.1365,-118.0455,11.46,4.4,mb,,51,0.272,0.84,us,us70009ncp,2020-05-22T19:27:22.949Z,"66km SE of Hawthorne, Nevada",earthquake,1.2,9.4,0.239,5,reviewed,us,us
2020-05-22T13:00:51.855Z,66.2609,-157.4455,0,1.5,ml,,,,0.89,ak,ak0206kpldhd,2020-05-22T13:04:21.626Z,"76km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-05-22T13:00:43.663Z,38.1321,-118.0631,6.2,3.3,ml,25,56.2,0.082,0.1716,nn,nn00731306,2020-05-22T14:17:58.263Z,"67km SE of Hawthorne, Nevada",earthquake,,1.3,0.55,10,reviewed,nn,nn
2020-05-22T12:59:30.836Z,66.283,-157.3371,3.4,1.2,ml,,,,0.7,ak,ak0206kpcji3,2020-05-22T13:02:40.954Z,"72km SSW of Kobuk, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-05-22T12:57:30.040Z,38.1585,-118.0155,5,1.6,ml,13,105.31,0.042,0.17,nn,nn00731263,2020-05-22T13:01:39.744Z,"66km SE of Hawthorne, Nevada",earthquake,,1,,,automatic,nn,nn
2020-05-22T12:56:40.080Z,38.1908,-117.8257,6.2,1.5,ml,14,197.6,0.032,0.08,nn,nn00731261,2020-05-22T13:01:31.523Z,"53km WNW of Tonopah, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-05-22T12:55:23.060Z,35.8278333,-117.6571667,7.05,0.7,ml,9,82,0.04996,0.13,ci,ci39211439,2020-05-22T13:22:13.212Z,"23km N of Ridgecrest, CA",earthquake,0.36,0.71,0.17,6,reviewed,ci,ci
2020-05-22T12:54:55.300Z,38.167,-117.8333,8.5,1.9,ml,26,56,0.031,0.11,nn,nn00731258,2020-05-22T12:58:13.752Z,"54km WNW of Tonopah, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-22T12:52:47.570Z,38.1562,-118.0643,1,1.3,ml,15,110.53,0.08,0.23,nn,nn00731255,2020-05-22T12:57:31.272Z,"63km SE of Hawthorne, Nevada",earthquake,,15.9,,,automatic,nn,nn
2020-05-22T12:51:08.240Z,38.1495,-118.0685,1,1.9,ml,15,110.17,0.07,0.15,nn,nn00731250,2020-05-22T12:54:50.934Z,"64km SE of Hawthorne, Nevada",earthquake,,11,,,automatic,nn,nn
2020-05-22T12:50:38.530Z,38.1763,-117.8782,0.5,1.4,ml,10,143.04,0.332,0.17,nn,nn00731251,2020-05-22T12:54:58.029Z,"58km WNW of Tonopah, Nevada",earthquake,,15.4,,,automatic,nn,nn
2020-05-22T12:49:05.490Z,39.6672,-120.278,14.8,1.4,ml,12,159.1,0.038,0.06,nn,nn00731248,2020-05-22T12:52:50.871Z,"22km SE of Portola, California",earthquake,,1,,,automatic,nn,nn
2020-05-22T12:48:27.370Z,38.2185,-117.7997,6.5,1.4,ml,17,97.31,0.073,0.13,nn,nn00731246,2020-05-22T12:52:33.612Z,"52km WNW of Tonopah, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-05-22T12:46:33.540Z,38.1333,-118.0512,6,1.4,ml,14,112.83,0.074,0.1,nn,nn00731243,2020-05-22T12:49:51.634Z,"66km SE of Hawthorne, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-05-22T12:45:22.740Z,37.5852,-116.0738,3.3,1.3,ml,11,134.8,0.375,0.24,nn,nn00731245,2020-05-22T12:49:58.513Z,"72km SSE of Warm Springs, Nevada",earthquake,,17,,,automatic,nn,nn
2020-05-22T12:44:33.540Z,38.158,-117.9372,11.3,1.1,ml,8,141.62,0.072,0.04,nn,nn00731242,2020-05-22T12:48:08.928Z,"62km W of Tonopah, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-22T12:42:54.920Z,38.1712,-117.9198,7,1.8,ml,21,55.95,0.04,0.21,nn,nn00731240,2020-05-22T12:46:32.658Z,"61km W of Tonopah, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-05-22T12:40:58.960Z,33.2273333,-116.7413333,8.69,1.83,ml,60,35,0.01696,0.22,ci,ci39211423,2020-05-22T13:23:10.620Z,"3km SE of Lake Henshaw, CA",earthquake,0.22,0.57,0.173,26,reviewed,ci,ci
2020-05-22T12:40:22.540Z,38.1497,-117.8362,5.7,2,ml,18,110.6,0.1,0.04,nn,nn00731236,2020-05-22T12:44:12.806Z,"53km W of Tonopah, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-05-22T12:38:56.489Z,59.8578,-153.2087,122.3,2.1,ml,,,,0.45,ak,ak0206kp86tl,2020-05-22T12:44:57.156Z,"74km SSW of Redoubt Volcano, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-05-22T12:38:42.750Z,35.6846667,-117.5035,2.4,1.35,ml,32,83,0.1338,0.15,ci,ci39211415,2020-05-22T18:02:27.170Z,"13km SW of Searles Valley, CA",earthquake,0.17,0.43,0.265,19,reviewed,ci,ci
2020-05-22T12:37:50.580Z,46.7276666666667,-121.9575,2.22,-0.02,md,6,284,0.1043,0.04,uw,uw61618652,2020-05-22T16:28:21.160Z,"25km WNW of Packwood, Washington",earthquake,0.68,2.37,0.232991905481642,6,reviewed,uw,uw
2020-05-22T12:35:37.640Z,38.1355,-118.0062,8.5,2.2,ml,24,109.98,0.05,0.09,nn,nn00731232,2020-05-22T12:40:02.546Z,"68km W of Tonopah, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-22T12:34:42.090Z,38.1335,-118.0092,7,1.9,ml,27,109.8,0.049,0.11,nn,nn00731229,2020-05-22T12:39:54.873Z,"68km W of Tonopah, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-05-22T12:33:02.850Z,38.1427,-118.0777,6.9,1.4,ml,17,115.7,0.101,0.1,nn,nn00731226,2020-05-22T12:36:52.060Z,"63km SE of Hawthorne, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-22T12:28:55.950Z,38.1262,-118.0908,3.5,1.3,ml,10,130.45,0.099,0.04,nn,nn00731224,2020-05-22T12:34:09.987Z,"64km SE of Hawthorne, Nevada",earthquake,,3.2,,,automatic,nn,nn
2020-05-22T12:27:52.840Z,36.6074982,-121.2085037,5.46,1.73,md,12,156,0.04028,0.06,nc,nc73393231,2020-05-22T15:32:02.781Z,"10km NW of Pinnacles, CA",earthquake,0.43,0.82,0.25,12,automatic,nc,nc
2020-05-22T12:25:27.210Z,38.1307,-118.0448,9.1,1.6,ml,21,113.85,0.079,0.12,nn,nn00731221,2020-05-22T12:30:12.820Z,"66km SE of Hawthorne, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-05-22T12:24:31.930Z,38.7941666,-122.7566681,1.41,0.89,md,14,85,0.006874,0.03,nc,nc73393226,2020-05-22T12:59:03.546Z,"2km N of The Geysers, CA",earthquake,0.26,0.58,0.35,4,automatic,nc,nc
